ID,labels,split,img_dir
01416823.jpg,MY,phase2_train,phase2/train
01416824.jpg,MY,phase2_train,phase2/train
01416825.jpg,MY,phase2_train,phase2/train
01416826.jpg,MY,phase2_train,phase2/train
01416827.jpg,MY,phase2_train,phase2/train
01416828.jpg,MY,phase2_train,phase2/train
01416829.jpg,MY,phase2_train,phase2/train
01416830.jpg,MY,phase2_train,phase2/train
01416831.jpg,SNE,phase2_train,phase2/train
01416832.jpg,SNE,phase2_train,phase2/train
01416833.jpg,SNE,phase2_train,phase2/train
01416834.jpg,SNE,phase2_train,phase2/train
01416835.jpg,SNE,phase2_train,phase2/train
01416836.jpg,SNE,phase2_train,phase2/train
01416837.jpg,SNE,phase2_train,phase2/train
01416838.jpg,SNE,phase2_train,phase2/train
01416839.jpg,SNE,phase2_train,phase2/train
01416840.jpg,SNE,phase2_train,phase2/train
01416841.jpg,SNE,phase2_train,phase2/train
01416842.jpg,SNE,phase2_train,phase2/train
01416843.jpg,SNE,phase2_train,phase2/train
01416844.jpg,SNE,phase2_train,phase2/train
01416845.jpg,SNE,phase2_train,phase2/train
01416846.jpg,SNE,phase2_train,phase2/train
01416847.jpg,SNE,phase2_train,phase2/train
01416848.jpg,SNE,phase2_train,phase2/train
01416849.jpg,SNE,phase2_train,phase2/train
01416850.jpg,SNE,phase2_train,phase2/train
01416851.jpg,SNE,phase2_train,phase2/train
01416852.jpg,SNE,phase2_train,phase2/train
01416853.jpg,SNE,phase2_train,phase2/train
01416854.jpg,MMY,phase2_train,phase2/train
01416855.jpg,SNE,phase2_train,phase2/train
01416856.jpg,SNE,phase2_train,phase2/train
01416857.jpg,SNE,phase2_train,phase2/train
01416858.jpg,SNE,phase2_train,phase2/train
01416859.jpg,SNE,phase2_train,phase2/train
01416860.jpg,BNE,phase2_train,phase2/train
01416861.jpg,SNE,phase2_train,phase2/train
01416862.jpg,SNE,phase2_train,phase2/train
01416863.jpg,SNE,phase2_train,phase2/train
01416864.jpg,SNE,phase2_train,phase2/train
01416865.jpg,SNE,phase2_train,phase2/train
01416866.jpg,SNE,phase2_train,phase2/train
01416867.jpg,SNE,phase2_train,phase2/train
01416868.jpg,SNE,phase2_train,phase2/train
01416869.jpg,SNE,phase2_train,phase2/train
01416870.jpg,SNE,phase2_train,phase2/train
01416871.jpg,BNE,phase2_train,phase2/train
01416872.jpg,SNE,phase2_train,phase2/train
01416873.jpg,SNE,phase2_train,phase2/train
01416874.jpg,SNE,phase2_train,phase2/train
01416875.jpg,SNE,phase2_train,phase2/train
01416876.jpg,SNE,phase2_train,phase2/train
01416877.jpg,SNE,phase2_train,phase2/train
01416878.jpg,SNE,phase2_train,phase2/train
01416879.jpg,BNE,phase2_train,phase2/train
01416880.jpg,SNE,phase2_train,phase2/train
01416881.jpg,BNE,phase2_train,phase2/train
01416882.jpg,SNE,phase2_train,phase2/train
01416883.jpg,BNE,phase2_train,phase2/train
01416884.jpg,SNE,phase2_train,phase2/train
01416885.jpg,SNE,phase2_train,phase2/train
01416886.jpg,SNE,phase2_train,phase2/train
01416887.jpg,SNE,phase2_train,phase2/train
01416888.jpg,SNE,phase2_train,phase2/train
01416889.jpg,BA,phase2_train,phase2/train
01416890.jpg,BA,phase2_train,phase2/train
01416891.jpg,BA,phase2_train,phase2/train
01416892.jpg,BA,phase2_train,phase2/train
01416893.jpg,EO,phase2_train,phase2/train
01416894.jpg,EO,phase2_train,phase2/train
01416895.jpg,EO,phase2_train,phase2/train
01416896.jpg,EO,phase2_train,phase2/train
01416897.jpg,EO,phase2_train,phase2/train
01416898.jpg,EO,phase2_train,phase2/train
01416899.jpg,EO,phase2_train,phase2/train
01416900.jpg,EO,phase2_train,phase2/train
01416901.jpg,EO,phase2_train,phase2/train
01416902.jpg,EO,phase2_train,phase2/train
01416903.jpg,EO,phase2_train,phase2/train
01416904.jpg,EO,phase2_train,phase2/train
01416905.jpg,EO,phase2_train,phase2/train
01416906.jpg,LY,phase2_train,phase2/train
01416907.jpg,LY,phase2_train,phase2/train
01416908.jpg,LY,phase2_train,phase2/train
01416909.jpg,LY,phase2_train,phase2/train
01416910.jpg,LY,phase2_train,phase2/train
01416911.jpg,LY,phase2_train,phase2/train
01416912.jpg,LY,phase2_train,phase2/train
01416913.jpg,LY,phase2_train,phase2/train
01416914.jpg,LY,phase2_train,phase2/train
01416915.jpg,LY,phase2_train,phase2/train
01416916.jpg,LY,phase2_train,phase2/train
01416917.jpg,LY,phase2_train,phase2/train
01416918.jpg,LY,phase2_train,phase2/train
01416919.jpg,LY,phase2_train,phase2/train
01416920.jpg,LY,phase2_train,phase2/train
01416921.jpg,LY,phase2_train,phase2/train
01416922.jpg,LY,phase2_train,phase2/train
01416923.jpg,MO,phase2_train,phase2/train
01416924.jpg,LY,phase2_train,phase2/train
01416925.jpg,LY,phase2_train,phase2/train
01416926.jpg,MO,phase2_train,phase2/train
01416927.jpg,LY,phase2_train,phase2/train
01416928.jpg,LY,phase2_train,phase2/train
01416929.jpg,LY,phase2_train,phase2/train
01416930.jpg,LY,phase2_train,phase2/train
01416931.jpg,LY,phase2_train,phase2/train
01416932.jpg,LY,phase2_train,phase2/train
01416933.jpg,LY,phase2_train,phase2/train
01416934.jpg,LY,phase2_train,phase2/train
01416935.jpg,LY,phase2_train,phase2/train
01416936.jpg,LY,phase2_train,phase2/train
01416937.jpg,LY,phase2_train,phase2/train
01416938.jpg,LY,phase2_train,phase2/train
01416939.jpg,LY,phase2_train,phase2/train
01416940.jpg,LY,phase2_train,phase2/train
01416941.jpg,LY,phase2_train,phase2/train
01416942.jpg,LY,phase2_train,phase2/train
01416943.jpg,LY,phase2_train,phase2/train
01416944.jpg,MO,phase2_train,phase2/train
01416945.jpg,VLY,phase2_train,phase2/train
01416946.jpg,MO,phase2_train,phase2/train
01416947.jpg,MO,phase2_train,phase2/train
01416948.jpg,MO,phase2_train,phase2/train
01416949.jpg,MO,phase2_train,phase2/train
01416950.jpg,MO,phase2_train,phase2/train
01416951.jpg,MO,phase2_train,phase2/train
01416952.jpg,MO,phase2_train,phase2/train
01416953.jpg,MO,phase2_train,phase2/train
01416954.jpg,MO,phase2_train,phase2/train
01416955.jpg,SNE,phase2_train,phase2/train
01416956.jpg,SNE,phase2_train,phase2/train
01416957.jpg,SNE,phase2_train,phase2/train
01416958.jpg,SNE,phase2_train,phase2/train
01416959.jpg,SNE,phase2_train,phase2/train
01416960.jpg,SNE,phase2_train,phase2/train
01416961.jpg,SNE,phase2_train,phase2/train
01416962.jpg,SNE,phase2_train,phase2/train
01416963.jpg,SNE,phase2_train,phase2/train
01416964.jpg,EO,phase2_train,phase2/train
01416965.jpg,SNE,phase2_train,phase2/train
01416966.jpg,SNE,phase2_train,phase2/train
01416967.jpg,SNE,phase2_train,phase2/train
01416968.jpg,SNE,phase2_train,phase2/train
01416969.jpg,SNE,phase2_train,phase2/train
01416970.jpg,SNE,phase2_train,phase2/train
01416971.jpg,SNE,phase2_train,phase2/train
01416972.jpg,SNE,phase2_train,phase2/train
01416973.jpg,SNE,phase2_train,phase2/train
01416974.jpg,SNE,phase2_train,phase2/train
01416975.jpg,SNE,phase2_train,phase2/train
01416976.jpg,SNE,phase2_train,phase2/train
01416977.jpg,SNE,phase2_train,phase2/train
01416978.jpg,SNE,phase2_train,phase2/train
01416979.jpg,SNE,phase2_train,phase2/train
01416980.jpg,SNE,phase2_train,phase2/train
01416981.jpg,SNE,phase2_train,phase2/train
01416982.jpg,SNE,phase2_train,phase2/train
01416983.jpg,SNE,phase2_train,phase2/train
01416984.jpg,SNE,phase2_train,phase2/train
01416985.jpg,SNE,phase2_train,phase2/train
01416986.jpg,SNE,phase2_train,phase2/train
01416987.jpg,SNE,phase2_train,phase2/train
01416988.jpg,SNE,phase2_train,phase2/train
01416989.jpg,SNE,phase2_train,phase2/train
01416990.jpg,SNE,phase2_train,phase2/train
01416991.jpg,SNE,phase2_train,phase2/train
01416992.jpg,SNE,phase2_train,phase2/train
01416993.jpg,SNE,phase2_train,phase2/train
01416994.jpg,SNE,phase2_train,phase2/train
01416995.jpg,SNE,phase2_train,phase2/train
01416996.jpg,SNE,phase2_train,phase2/train
01416997.jpg,SNE,phase2_train,phase2/train
01416998.jpg,SNE,phase2_train,phase2/train
01416999.jpg,SNE,phase2_train,phase2/train
01417000.jpg,SNE,phase2_train,phase2/train
01417001.jpg,SNE,phase2_train,phase2/train
01417002.jpg,SNE,phase2_train,phase2/train
01417003.jpg,SNE,phase2_train,phase2/train
01417004.jpg,SNE,phase2_train,phase2/train
01417005.jpg,SNE,phase2_train,phase2/train
01417006.jpg,SNE,phase2_train,phase2/train
01417007.jpg,EO,phase2_train,phase2/train
01417008.jpg,VLY,phase2_train,phase2/train
01417009.jpg,BA,phase2_train,phase2/train
01417010.jpg,BA,phase2_train,phase2/train
01417011.jpg,BA,phase2_train,phase2/train
01417012.jpg,BL,phase2_train,phase2/train
01417013.jpg,BL,phase2_train,phase2/train
01417014.jpg,BL,phase2_train,phase2/train
01417015.jpg,BL,phase2_train,phase2/train
01417016.jpg,BL,phase2_train,phase2/train
01417017.jpg,BL,phase2_train,phase2/train
01417018.jpg,BL,phase2_train,phase2/train
01417019.jpg,BL,phase2_train,phase2/train
01417020.jpg,BL,phase2_train,phase2/train
01417021.jpg,BL,phase2_train,phase2/train
01417022.jpg,BL,phase2_train,phase2/train
01417023.jpg,BL,phase2_train,phase2/train
01417024.jpg,BL,phase2_train,phase2/train
01417025.jpg,BL,phase2_train,phase2/train
01417026.jpg,BL,phase2_train,phase2/train
01417027.jpg,BL,phase2_train,phase2/train
01417028.jpg,BL,phase2_train,phase2/train
01417029.jpg,BL,phase2_train,phase2/train
01417030.jpg,BL,phase2_train,phase2/train
01417031.jpg,LY,phase2_train,phase2/train
01417032.jpg,LY,phase2_train,phase2/train
01417033.jpg,LY,phase2_train,phase2/train
01417034.jpg,LY,phase2_train,phase2/train
01417035.jpg,LY,phase2_train,phase2/train
01417036.jpg,LY,phase2_train,phase2/train
01417037.jpg,LY,phase2_train,phase2/train
01417038.jpg,LY,phase2_train,phase2/train
01417039.jpg,LY,phase2_train,phase2/train
01417040.jpg,LY,phase2_train,phase2/train
01417041.jpg,LY,phase2_train,phase2/train
01417042.jpg,LY,phase2_train,phase2/train
01417043.jpg,LY,phase2_train,phase2/train
01417044.jpg,LY,phase2_train,phase2/train
01417045.jpg,LY,phase2_train,phase2/train
01417046.jpg,LY,phase2_train,phase2/train
01417047.jpg,LY,phase2_train,phase2/train
01417048.jpg,LY,phase2_train,phase2/train
01417049.jpg,LY,phase2_train,phase2/train
01417050.jpg,LY,phase2_train,phase2/train
01417051.jpg,LY,phase2_train,phase2/train
01417052.jpg,LY,phase2_train,phase2/train
01417053.jpg,LY,phase2_train,phase2/train
01417054.jpg,LY,phase2_train,phase2/train
01417055.jpg,LY,phase2_train,phase2/train
01417056.jpg,LY,phase2_train,phase2/train
01417057.jpg,LY,phase2_train,phase2/train
01417058.jpg,LY,phase2_train,phase2/train
01417059.jpg,LY,phase2_train,phase2/train
01417060.jpg,LY,phase2_train,phase2/train
01417061.jpg,LY,phase2_train,phase2/train
01417062.jpg,LY,phase2_train,phase2/train
01417063.jpg,LY,phase2_train,phase2/train
01417064.jpg,LY,phase2_train,phase2/train
01417065.jpg,LY,phase2_train,phase2/train
01417066.jpg,LY,phase2_train,phase2/train
01417067.jpg,LY,phase2_train,phase2/train
01417068.jpg,LY,phase2_train,phase2/train
01417069.jpg,LY,phase2_train,phase2/train
01417070.jpg,LY,phase2_train,phase2/train
01417071.jpg,LY,phase2_train,phase2/train
01417072.jpg,LY,phase2_train,phase2/train
01417073.jpg,LY,phase2_train,phase2/train
01417074.jpg,LY,phase2_train,phase2/train
01417075.jpg,LY,phase2_train,phase2/train
01417076.jpg,LY,phase2_train,phase2/train
01417077.jpg,LY,phase2_train,phase2/train
01417078.jpg,LY,phase2_train,phase2/train
01417079.jpg,LY,phase2_train,phase2/train
01417080.jpg,LY,phase2_train,phase2/train
01417081.jpg,LY,phase2_train,phase2/train
01417082.jpg,LY,phase2_train,phase2/train
01417083.jpg,LY,phase2_train,phase2/train
01417084.jpg,LY,phase2_train,phase2/train
01417085.jpg,LY,phase2_train,phase2/train
01417086.jpg,LY,phase2_train,phase2/train
01417087.jpg,LY,phase2_train,phase2/train
01417088.jpg,LY,phase2_train,phase2/train
01417089.jpg,LY,phase2_train,phase2/train
01417090.jpg,LY,phase2_train,phase2/train
01417091.jpg,LY,phase2_train,phase2/train
01417092.jpg,MO,phase2_train,phase2/train
01417093.jpg,MO,phase2_train,phase2/train
01417094.jpg,MO,phase2_train,phase2/train
01417095.jpg,MO,phase2_train,phase2/train
01417096.jpg,MO,phase2_train,phase2/train
01417097.jpg,MO,phase2_train,phase2/train
01417098.jpg,SNE,phase2_train,phase2/train
01417099.jpg,SNE,phase2_train,phase2/train
01417100.jpg,SNE,phase2_train,phase2/train
01417101.jpg,SNE,phase2_train,phase2/train
01417102.jpg,SNE,phase2_train,phase2/train
01417103.jpg,SNE,phase2_train,phase2/train
01417104.jpg,SNE,phase2_train,phase2/train
01417105.jpg,SNE,phase2_train,phase2/train
01417106.jpg,SNE,phase2_train,phase2/train
01417107.jpg,SNE,phase2_train,phase2/train
01417108.jpg,SNE,phase2_train,phase2/train
01417109.jpg,SNE,phase2_train,phase2/train
01417110.jpg,SNE,phase2_train,phase2/train
01417111.jpg,SNE,phase2_train,phase2/train
01417112.jpg,SNE,phase2_train,phase2/train
01417113.jpg,SNE,phase2_train,phase2/train
01417114.jpg,SNE,phase2_train,phase2/train
01417115.jpg,SNE,phase2_train,phase2/train
01417116.jpg,SNE,phase2_train,phase2/train
01417117.jpg,SNE,phase2_train,phase2/train
01417118.jpg,LY,phase2_train,phase2/train
01417119.jpg,LY,phase2_train,phase2/train
01417120.jpg,LY,phase2_train,phase2/train
01417121.jpg,LY,phase2_train,phase2/train
01417122.jpg,MO,phase2_train,phase2/train
01417123.jpg,LY,phase2_train,phase2/train
01417124.jpg,MO,phase2_train,phase2/train
01417125.jpg,LY,phase2_train,phase2/train
01417126.jpg,LY,phase2_train,phase2/train
01417127.jpg,LY,phase2_train,phase2/train
01417128.jpg,LY,phase2_train,phase2/train
01417129.jpg,LY,phase2_train,phase2/train
01417130.jpg,LY,phase2_train,phase2/train
01417131.jpg,MO,phase2_train,phase2/train
01417132.jpg,LY,phase2_train,phase2/train
01417133.jpg,LY,phase2_train,phase2/train
01417134.jpg,LY,phase2_train,phase2/train
01417135.jpg,MO,phase2_train,phase2/train
01417136.jpg,LY,phase2_train,phase2/train
01417137.jpg,LY,phase2_train,phase2/train
01417138.jpg,LY,phase2_train,phase2/train
01417139.jpg,LY,phase2_train,phase2/train
01417140.jpg,LY,phase2_train,phase2/train
01417141.jpg,LY,phase2_train,phase2/train
01417142.jpg,LY,phase2_train,phase2/train
01417143.jpg,LY,phase2_train,phase2/train
01417144.jpg,LY,phase2_train,phase2/train
01417145.jpg,LY,phase2_train,phase2/train
01417146.jpg,LY,phase2_train,phase2/train
01417147.jpg,LY,phase2_train,phase2/train
01417148.jpg,LY,phase2_train,phase2/train
01417149.jpg,LY,phase2_train,phase2/train
01417150.jpg,LY,phase2_train,phase2/train
01417151.jpg,MO,phase2_train,phase2/train
01417152.jpg,MO,phase2_train,phase2/train
01417153.jpg,MO,phase2_train,phase2/train
01417154.jpg,MO,phase2_train,phase2/train
01417155.jpg,MO,phase2_train,phase2/train
01417156.jpg,MO,phase2_train,phase2/train
01417157.jpg,MO,phase2_train,phase2/train
01417158.jpg,SNE,phase2_train,phase2/train
01417159.jpg,SNE,phase2_train,phase2/train
01417160.jpg,SNE,phase2_train,phase2/train
01417161.jpg,SNE,phase2_train,phase2/train
01417162.jpg,SNE,phase2_train,phase2/train
01417163.jpg,SNE,phase2_train,phase2/train
01417164.jpg,SNE,phase2_train,phase2/train
01417165.jpg,SNE,phase2_train,phase2/train
01417166.jpg,SNE,phase2_train,phase2/train
01417167.jpg,SNE,phase2_train,phase2/train
01417168.jpg,SNE,phase2_train,phase2/train
01417169.jpg,SNE,phase2_train,phase2/train
01417170.jpg,SNE,phase2_train,phase2/train
01417171.jpg,SNE,phase2_train,phase2/train
01417172.jpg,SNE,phase2_train,phase2/train
01417173.jpg,SNE,phase2_train,phase2/train
01417174.jpg,SNE,phase2_train,phase2/train
01417175.jpg,SNE,phase2_train,phase2/train
01417176.jpg,SNE,phase2_train,phase2/train
01417177.jpg,SNE,phase2_train,phase2/train
01417178.jpg,SNE,phase2_train,phase2/train
01417179.jpg,SNE,phase2_train,phase2/train
01417180.jpg,SNE,phase2_train,phase2/train
01417181.jpg,SNE,phase2_train,phase2/train
01417182.jpg,SNE,phase2_train,phase2/train
01417183.jpg,SNE,phase2_train,phase2/train
01417184.jpg,SNE,phase2_train,phase2/train
01417185.jpg,SNE,phase2_train,phase2/train
01417186.jpg,SNE,phase2_train,phase2/train
01417187.jpg,SNE,phase2_train,phase2/train
01417188.jpg,SNE,phase2_train,phase2/train
01417189.jpg,SNE,phase2_train,phase2/train
01417190.jpg,SNE,phase2_train,phase2/train
01417191.jpg,SNE,phase2_train,phase2/train
01417192.jpg,SNE,phase2_train,phase2/train
01417193.jpg,SNE,phase2_train,phase2/train
01417194.jpg,SNE,phase2_train,phase2/train
01417195.jpg,SNE,phase2_train,phase2/train
01417196.jpg,SNE,phase2_train,phase2/train
01417197.jpg,SNE,phase2_train,phase2/train
01417198.jpg,SNE,phase2_train,phase2/train
01417199.jpg,SNE,phase2_train,phase2/train
01417200.jpg,SNE,phase2_train,phase2/train
01417201.jpg,SNE,phase2_train,phase2/train
01417202.jpg,SNE,phase2_train,phase2/train
01417203.jpg,SNE,phase2_train,phase2/train
01417204.jpg,SNE,phase2_train,phase2/train
01417205.jpg,SNE,phase2_train,phase2/train
01417206.jpg,SNE,phase2_train,phase2/train
01417207.jpg,SNE,phase2_train,phase2/train
01417208.jpg,SNE,phase2_train,phase2/train
01417209.jpg,SNE,phase2_train,phase2/train
01417210.jpg,SNE,phase2_train,phase2/train
01417211.jpg,SNE,phase2_train,phase2/train
01417212.jpg,SNE,phase2_train,phase2/train
01417213.jpg,SNE,phase2_train,phase2/train
01417214.jpg,SNE,phase2_train,phase2/train
01417215.jpg,SNE,phase2_train,phase2/train
01417216.jpg,SNE,phase2_train,phase2/train
01417217.jpg,SNE,phase2_train,phase2/train
01417218.jpg,SNE,phase2_train,phase2/train
01417219.jpg,SNE,phase2_train,phase2/train
01417220.jpg,SNE,phase2_train,phase2/train
01417221.jpg,SNE,phase2_train,phase2/train
01417222.jpg,SNE,phase2_train,phase2/train
01417223.jpg,SNE,phase2_train,phase2/train
01417224.jpg,VLY,phase2_train,phase2/train
01417225.jpg,VLY,phase2_train,phase2/train
01417226.jpg,VLY,phase2_train,phase2/train
01417227.jpg,LY,phase2_train,phase2/train
01417228.jpg,LY,phase2_train,phase2/train
01417229.jpg,LY,phase2_train,phase2/train
01417230.jpg,LY,phase2_train,phase2/train
01417231.jpg,LY,phase2_train,phase2/train
01417232.jpg,LY,phase2_train,phase2/train
01417233.jpg,LY,phase2_train,phase2/train
01417234.jpg,LY,phase2_train,phase2/train
01417235.jpg,LY,phase2_train,phase2/train
01417236.jpg,LY,phase2_train,phase2/train
01417237.jpg,LY,phase2_train,phase2/train
01417238.jpg,MMY,phase2_train,phase2/train
01417239.jpg,PMY,phase2_train,phase2/train
01417240.jpg,PMY,phase2_train,phase2/train
01417241.jpg,SNE,phase2_train,phase2/train
01417242.jpg,SNE,phase2_train,phase2/train
01417243.jpg,SNE,phase2_train,phase2/train
01417244.jpg,SNE,phase2_train,phase2/train
01417245.jpg,SNE,phase2_train,phase2/train
01417246.jpg,SNE,phase2_train,phase2/train
01417247.jpg,SNE,phase2_train,phase2/train
01417248.jpg,SNE,phase2_train,phase2/train
01417249.jpg,SNE,phase2_train,phase2/train
01417250.jpg,SNE,phase2_train,phase2/train
01417251.jpg,SNE,phase2_train,phase2/train
01417252.jpg,SNE,phase2_train,phase2/train
01417253.jpg,SNE,phase2_train,phase2/train
01417254.jpg,SNE,phase2_train,phase2/train
01417255.jpg,SNE,phase2_train,phase2/train
01417256.jpg,SNE,phase2_train,phase2/train
01417257.jpg,SNE,phase2_train,phase2/train
01417258.jpg,SNE,phase2_train,phase2/train
01417259.jpg,SNE,phase2_train,phase2/train
01417260.jpg,SNE,phase2_train,phase2/train
01417261.jpg,SNE,phase2_train,phase2/train
01417262.jpg,SNE,phase2_train,phase2/train
01417263.jpg,SNE,phase2_train,phase2/train
01417264.jpg,SNE,phase2_train,phase2/train
01417265.jpg,SNE,phase2_train,phase2/train
01417266.jpg,SNE,phase2_train,phase2/train
01417267.jpg,SNE,phase2_train,phase2/train
01417268.jpg,SNE,phase2_train,phase2/train
01417269.jpg,SNE,phase2_train,phase2/train
01417270.jpg,SNE,phase2_train,phase2/train
01417271.jpg,SNE,phase2_train,phase2/train
01417272.jpg,SNE,phase2_train,phase2/train
01417273.jpg,SNE,phase2_train,phase2/train
01417274.jpg,SNE,phase2_train,phase2/train
01417275.jpg,SNE,phase2_train,phase2/train
01417276.jpg,SNE,phase2_train,phase2/train
01417277.jpg,BNE,phase2_train,phase2/train
01417278.jpg,SNE,phase2_train,phase2/train
01417279.jpg,SNE,phase2_train,phase2/train
01417280.jpg,SNE,phase2_train,phase2/train
01417281.jpg,SNE,phase2_train,phase2/train
01417282.jpg,SNE,phase2_train,phase2/train
01417283.jpg,SNE,phase2_train,phase2/train
01417284.jpg,SNE,phase2_train,phase2/train
01417285.jpg,SNE,phase2_train,phase2/train
01417286.jpg,SNE,phase2_train,phase2/train
01417287.jpg,SNE,phase2_train,phase2/train
01417288.jpg,SNE,phase2_train,phase2/train
01417289.jpg,SNE,phase2_train,phase2/train
01417290.jpg,SNE,phase2_train,phase2/train
01417291.jpg,SNE,phase2_train,phase2/train
01417292.jpg,SNE,phase2_train,phase2/train
01417293.jpg,SNE,phase2_train,phase2/train
01417294.jpg,SNE,phase2_train,phase2/train
01417295.jpg,SNE,phase2_train,phase2/train
01417296.jpg,SNE,phase2_train,phase2/train
01417297.jpg,SNE,phase2_train,phase2/train
01417298.jpg,SNE,phase2_train,phase2/train
01417299.jpg,SNE,phase2_train,phase2/train
01417300.jpg,SNE,phase2_train,phase2/train
01417301.jpg,SNE,phase2_train,phase2/train
01417302.jpg,SNE,phase2_train,phase2/train
01417303.jpg,SNE,phase2_train,phase2/train
01417304.jpg,SNE,phase2_train,phase2/train
01417305.jpg,SNE,phase2_train,phase2/train
01417306.jpg,SNE,phase2_train,phase2/train
01417307.jpg,SNE,phase2_train,phase2/train
01417308.jpg,SNE,phase2_train,phase2/train
01417309.jpg,SNE,phase2_train,phase2/train
01417310.jpg,SNE,phase2_train,phase2/train
01417311.jpg,SNE,phase2_train,phase2/train
01417312.jpg,SNE,phase2_train,phase2/train
01417313.jpg,SNE,phase2_train,phase2/train
01417314.jpg,SNE,phase2_train,phase2/train
01417315.jpg,SNE,phase2_train,phase2/train
01417316.jpg,SNE,phase2_train,phase2/train
01417317.jpg,SNE,phase2_train,phase2/train
01417318.jpg,SNE,phase2_train,phase2/train
01417319.jpg,SNE,phase2_train,phase2/train
01417320.jpg,SNE,phase2_train,phase2/train
01417321.jpg,SNE,phase2_train,phase2/train
01417322.jpg,SNE,phase2_train,phase2/train
01417323.jpg,SNE,phase2_train,phase2/train
01417324.jpg,SNE,phase2_train,phase2/train
01417325.jpg,SNE,phase2_train,phase2/train
01417326.jpg,VLY,phase2_train,phase2/train
01417327.jpg,LY,phase2_train,phase2/train
01417328.jpg,MO,phase2_train,phase2/train
01417329.jpg,MO,phase2_train,phase2/train
01417330.jpg,MO,phase2_train,phase2/train
01417331.jpg,MO,phase2_train,phase2/train
01417332.jpg,MO,phase2_train,phase2/train
01417333.jpg,MO,phase2_train,phase2/train
01417334.jpg,MO,phase2_train,phase2/train
01417335.jpg,MO,phase2_train,phase2/train
01417336.jpg,MO,phase2_train,phase2/train
01417337.jpg,MO,phase2_train,phase2/train
01417338.jpg,MO,phase2_train,phase2/train
01417339.jpg,MO,phase2_train,phase2/train
01417340.jpg,MO,phase2_train,phase2/train
01417341.jpg,MO,phase2_train,phase2/train
01417342.jpg,MO,phase2_train,phase2/train
01417343.jpg,MO,phase2_train,phase2/train
01417344.jpg,MO,phase2_train,phase2/train
01417345.jpg,MO,phase2_train,phase2/train
01417346.jpg,MO,phase2_train,phase2/train
01417347.jpg,SNE,phase2_train,phase2/train
01417348.jpg,SNE,phase2_train,phase2/train
01417349.jpg,SNE,phase2_train,phase2/train
01417350.jpg,SNE,phase2_train,phase2/train
01417351.jpg,SNE,phase2_train,phase2/train
01417352.jpg,SNE,phase2_train,phase2/train
01417353.jpg,SNE,phase2_train,phase2/train
01417354.jpg,SNE,phase2_train,phase2/train
01417355.jpg,SNE,phase2_train,phase2/train
01417356.jpg,SNE,phase2_train,phase2/train
01417357.jpg,SNE,phase2_train,phase2/train
01417358.jpg,SNE,phase2_train,phase2/train
01417359.jpg,SNE,phase2_train,phase2/train
